,Country,Crime Typology,Crimes Reported,Year,Pop on 1st Jan,Crimes per 100k,Unemp Perc,Early Leavers Perc
2234,Germany (until 1990 former territory of the FRG),Unlawful acts involving controlled drugs or precursors,76594,2000,82163475.0,93.22147097600241,7.9,14.6
2235,Germany (until 1990 former territory of the FRG),Unlawful acts involving controlled drugs or precursors,79787,2001,82259540.0,96.9942209742481,8.0,12.3
2236,Germany (until 1990 former territory of the FRG),Unlawful acts involving controlled drugs or precursors,76038,2002,82440309.0,92.23400654648201,8.8,12.5
2237,Germany (until 1990 former territory of the FRG),Unlawful acts involving controlled drugs or precursors,73375,2003,82536680.0,88.89986851906328,9.9,12.8
2238,Germany (until 1990 former territory of the FRG),Unlawful acts involving controlled drugs or precursors,75347,2004,82531671.0,91.29464978359641,10.9,12.1
2239,Germany (until 1990 former territory of the FRG),Unlawful acts involving controlled drugs or precursors,72002,2005,82500849.0,87.27425338374395,11.2,13.5
2240,Germany (until 1990 former territory of the FRG),Unlawful acts involving controlled drugs or precursors,64865,2006,82437995.0,78.68337894438116,10.3,13.7
2241,Germany (until 1990 former territory of the FRG),Unlawful acts involving controlled drugs or precursors,64093,2007,82314906.0,77.86317583840768,8.7,12.5
2270,Greece,Unlawful acts involving controlled drugs or precursors,6574,1998,10693250.0,61.47803520912725,11.2,20.7
2271,Greece,Unlawful acts involving controlled drugs or precursors,6692,1999,10747768.0,62.2640905534991,12.1,18.6
2272,Greece,Unlawful acts involving controlled drugs or precursors,7785,2000,10775627.0,72.24637601134486,11.4,18.2
2273,Greece,Unlawful acts involving controlled drugs or precursors,9820,2001,10835989.0,90.62393843330776,10.8,16.9
2274,Greece,Unlawful acts involving controlled drugs or precursors,10424,2002,10888274.0,95.73601839924308,10.4,16.2
2275,Greece,Unlawful acts involving controlled drugs or precursors,10904,2003,10915770.0,99.89217434958779,9.8,15.6
2276,Greece,Unlawful acts involving controlled drugs or precursors,8838,2004,10940369.0,80.7833812552392,10.6,14.5
2277,Greece,Unlawful acts involving controlled drugs or precursors,10183,2005,10969912.0,92.82663343151705,10.0,13.3
2278,Greece,Unlawful acts involving controlled drugs or precursors,9600,2006,11004716.0,87.23532710885041,9.0,15.1
2279,Greece,Unlawful acts involving controlled drugs or precursors,9271,2007,11036008.0,84.00682565652363,8.4,14.3
2284,Spain,Unlawful acts involving controlled drugs or precursors,13985,1998,40143449.0,34.837564654696216,18.6,29.6
2285,Spain,Unlawful acts involving controlled drugs or precursors,12708,1999,40303568.0,31.530707157242254,15.7,29.5
2286,Spain,Unlawful acts involving controlled drugs or precursors,11496,2000,40470182.0,28.406099087965554,13.9,29.1
2287,Spain,Unlawful acts involving controlled drugs or precursors,12160,2001,40665545.0,29.902464113047053,10.6,29.7
2288,Spain,Unlawful acts involving controlled drugs or precursors,12133,2002,41035278.0,29.567242117867462,11.5,30.9
2289,Spain,Unlawful acts involving controlled drugs or precursors,11742,2003,41827838.0,28.072213533962714,11.5,31.7
2290,Spain,Unlawful acts involving controlled drugs or precursors,11947,2004,42547451.0,28.07923793131579,11.0,32.2
2291,Spain,Unlawful acts involving controlled drugs or precursors,11968,2005,43296338.0,27.642060628776505,9.2,31.0
2292,Spain,Unlawful acts involving controlled drugs or precursors,12711,2006,44009971.0,28.882091287903823,8.5,30.3
2293,Spain,Unlawful acts involving controlled drugs or precursors,14098,2007,44784666.0,31.479524710533735,8.2,30.8
2312,France,Unlawful acts involving controlled drugs or precursors,11908,1998,59934884.0,19.868228993318816,8.620000000000001,14.9
2313,France,Unlawful acts involving controlled drugs or precursors,12529,1999,60158533.0,20.826638176166963,8.620000000000001,14.7
2314,France,Unlawful acts involving controlled drugs or precursors,4254,2000,60545022.0,7.026176322142554,8.620000000000001,13.3
2315,France,Unlawful acts involving controlled drugs or precursors,4047,2001,60979315.0,6.636676715702694,8.620000000000001,13.5
2316,France,Unlawful acts involving controlled drugs or precursors,5165,2002,61424036.0,8.408760375173003,8.620000000000001,13.4
2317,France,Unlawful acts involving controlled drugs or precursors,6094,2003,61864088.0,9.850626101527594,8.5,12.7
2318,France,Unlawful acts involving controlled drugs or precursors,6296,2004,62292241.0,10.107197780860059,8.9,12.3
2319,France,Unlawful acts involving controlled drugs or precursors,6108,2005,62772870.0,9.73031820912442,8.9,12.5
2320,France,Unlawful acts involving controlled drugs or precursors,5792,2006,63229635.0,9.160261639973092,8.8,12.7
2321,France,Unlawful acts involving controlled drugs or precursors,5797,2007,63645065.0,9.10832599511054,8.0,12.8
2335,Hungary,Unlawful acts involving controlled drugs or precursors,2075,1998,10279724.0,20.185366844479482,8.5,15.9
2336,Hungary,Unlawful acts involving controlled drugs or precursors,2881,1999,10253416.0,28.097952916374407,7.0,13.0
2337,Hungary,Unlawful acts involving controlled drugs or precursors,3454,2000,10221644.0,33.79104183240974,6.4,13.9
2338,Hungary,Unlawful acts involving controlled drugs or precursors,4332,2001,10200298.0,42.469347464162325,5.7,13.1
2339,Hungary,Unlawful acts involving controlled drugs or precursors,4790,2002,10174853.0,47.07684720359105,5.8,12.2
2340,Hungary,Unlawful acts involving controlled drugs or precursors,3387,2003,10142362.0,33.39458796678722,5.9,12.0
2341,Hungary,Unlawful acts involving controlled drugs or precursors,6678,2004,10116742.0,66.00939314257495,6.1,12.6
2342,Hungary,Unlawful acts involving controlled drugs or precursors,7626,2005,10097549.0,75.52327797567509,7.2,12.5
2343,Hungary,Unlawful acts involving controlled drugs or precursors,6740,2006,10076581.0,66.8877667931216,7.5,12.5
2344,Hungary,Unlawful acts involving controlled drugs or precursors,4676,2007,10066158.0,46.452678370436864,7.4,11.4
2366,Italy,Unlawful acts involving controlled drugs or precursors,43014,1998,56904379.0,75.58996470201353,11.9,28.4
2367,Italy,Unlawful acts involving controlled drugs or precursors,45038,1999,56909109.0,79.14023043305774,11.4,27.2
2368,Italy,Unlawful acts involving controlled drugs or precursors,34800,2000,56923524.0,61.134654980250346,10.6,25.1
2369,Italy,Unlawful acts involving controlled drugs or precursors,36045,2001,56960692.0,63.28048121325493,9.6,25.9
2370,Italy,Unlawful acts involving controlled drugs or precursors,37965,2002,56987507.0,66.61986459593679,9.0,24.2
2371,Italy,Unlawful acts involving controlled drugs or precursors,37288,2003,57130506.0,65.26810737506858,8.7,23.0
2372,Italy,Unlawful acts involving controlled drugs or precursors,30053,2004,57495900.0,52.26981402152154,8.0,23.1
2373,Italy,Unlawful acts involving controlled drugs or precursors,32059,2005,57874753.0,55.39375692886327,7.7,22.1
2374,Italy,Unlawful acts involving controlled drugs or precursors,32306,2006,58064214.0,55.638400616255645,6.8,20.4
2375,Italy,Unlawful acts involving controlled drugs or precursors,34439,2007,58223744.0,59.14940818646084,6.1,19.5
2445,Netherlands,Unlawful acts involving controlled drugs or precursors,7690,1998,15654192.0,49.12422180589071,4.4,15.5
2446,Netherlands,Unlawful acts involving controlled drugs or precursors,7613,1999,15760225.0,48.305147927773874,3.6,16.2
2447,Netherlands,Unlawful acts involving controlled drugs or precursors,7474,2000,15863950.0,47.113108652006595,2.9,15.4
2448,Netherlands,Unlawful acts involving controlled drugs or precursors,10380,2001,15987075.0,64.92744920506097,2.3,15.1
2449,Netherlands,Unlawful acts involving controlled drugs or precursors,12752,2002,16105285.0,79.17897758406635,2.8,15.3
2450,Netherlands,Unlawful acts involving controlled drugs or precursors,15633,2003,16192572.0,96.54426733442963,3.7,14.3
2451,Netherlands,Unlawful acts involving controlled drugs or precursors,15662,2004,16258032.0,96.33392282657582,4.6,14.1
2452,Netherlands,Unlawful acts involving controlled drugs or precursors,19285,2005,16305526.0,118.27278678406327,5.9,14.3
2453,Netherlands,Unlawful acts involving controlled drugs or precursors,20035,2006,16334210.0,122.65668189646148,5.0,12.9
2454,Netherlands,Unlawful acts involving controlled drugs or precursors,19560,2007,16357992.0,119.57457859130876,4.2,11.9
2475,Poland,Unlawful acts involving controlled drugs or precursors,2231,1998,38659979.0,5.7708256903088335,10.3,5.985714285714286
2476,Poland,Unlawful acts involving controlled drugs or precursors,2124,1999,38666983.0,5.493058509374781,13.2,5.985714285714286
2477,Poland,Unlawful acts involving controlled drugs or precursors,1806,2000,38263303.0,4.719927080001431,16.2,5.985714285714286
2478,Poland,Unlawful acts involving controlled drugs or precursors,2219,2001,38253955.0,5.800707403979536,18.3,7.4
2479,Poland,Unlawful acts involving controlled drugs or precursors,2371,2002,38242197.0,6.199957601808285,20.0,7.2
2480,Poland,Unlawful acts involving controlled drugs or precursors,2577,2003,38218531.0,6.742802333245095,19.7,6.0
2481,Poland,Unlawful acts involving controlled drugs or precursors,3296,2004,38190608.0,8.630394153452599,19.0,5.6
2482,Poland,Unlawful acts involving controlled drugs or precursors,3608,2005,38173835.0,9.451499960640579,17.8,5.3
2483,Poland,Unlawful acts involving controlled drugs or precursors,3220,2006,38157055.0,8.438806401594672,13.9,5.4
2484,Poland,Unlawful acts involving controlled drugs or precursors,3926,2007,38125479.0,10.297575539968953,9.6,5.0
2489,Portugal,Unlawful acts involving controlled drugs or precursors,3538,1998,10133758.0,34.91301055343931,5.1,46.6
2490,Portugal,Unlawful acts involving controlled drugs or precursors,4091,1999,10186634.0,40.160469100980755,4.6,44.9
2491,Portugal,Unlawful acts involving controlled drugs or precursors,3214,2000,10249022.0,31.35908967704431,4.1,43.7
2492,Portugal,Unlawful acts involving controlled drugs or precursors,3853,2001,10330774.0,37.29633423400802,4.1,44.3
2493,Portugal,Unlawful acts involving controlled drugs or precursors,4053,2002,10394669.0,38.99114055483633,5.1,45.0
2494,Portugal,Unlawful acts involving controlled drugs or precursors,3739,2003,10444592.0,35.79843042217446,6.4,41.2
2495,Portugal,Unlawful acts involving controlled drugs or precursors,3654,2004,10473050.0,34.88954984460114,6.7,39.3
2496,Portugal,Unlawful acts involving controlled drugs or precursors,3536,2005,10494672.0,33.693287412889134,7.7,38.3
2497,Portugal,Unlawful acts involving controlled drugs or precursors,3610,2006,10511988.0,34.34174392132107,7.8,38.5
2498,Portugal,Unlawful acts involving controlled drugs or precursors,3265,2007,10532588.0,30.999028918628547,8.1,36.5
2502,Romania,Unlawful acts involving controlled drugs or precursors,620,1998,22526093.0,2.7523636699892875,6.4,19.1
2503,Romania,Unlawful acts involving controlled drugs or precursors,653,1999,22488595.0,2.903694072484297,7.1,21.5
2504,Romania,Unlawful acts involving controlled drugs or precursors,561,2000,22455485.0,2.498276033672842,7.3,22.9
2505,Romania,Unlawful acts involving controlled drugs or precursors,658,2001,22430457.0,2.9335113412981286,6.8,21.7
2506,Romania,Unlawful acts involving controlled drugs or precursors,1074,2002,21833483.0,4.919050249563938,8.6,23.0
2507,Romania,Unlawful acts involving controlled drugs or precursors,1131,2003,21627509.0,5.229451066232362,7.0,22.5
2508,Romania,Unlawful acts involving controlled drugs or precursors,1775,2004,21521142.0,8.247703583759636,8.1,22.4
2509,Romania,Unlawful acts involving controlled drugs or precursors,2441,2005,21382354.0,11.415955418192029,7.2,19.6
2510,Romania,Unlawful acts involving controlled drugs or precursors,3079,2006,21257016.0,14.484629451283286,7.3,17.9
2511,Romania,Unlawful acts involving controlled drugs or precursors,2796,2007,21130503.0,13.232056047127701,6.4,17.3
2523,Sweden,Unlawful acts involving controlled drugs or precursors,5766,1998,8847625.0,65.17003150563005,8.8,8.911111111111111
2524,Sweden,Unlawful acts involving controlled drugs or precursors,5798,1999,8854322.0,65.48214532970452,7.3,6.9
2525,Sweden,Unlawful acts involving controlled drugs or precursors,4395,2000,8861426.0,49.59698360060785,5.5,7.3
2526,Sweden,Unlawful acts involving controlled drugs or precursors,5086,2001,8882792.0,57.25677242020301,4.9,10.2
2527,Sweden,Unlawful acts involving controlled drugs or precursors,5259,2002,8909128.0,59.02934608190611,5.1,10.0
2528,Sweden,Unlawful acts involving controlled drugs or precursors,5129,2003,8940788.0,57.366308204601204,5.7,9.2
2529,Sweden,Unlawful acts involving controlled drugs or precursors,4905,2004,8975670.0,54.64773103289225,6.5,9.2
2530,Sweden,Unlawful acts involving controlled drugs or precursors,4670,2005,9011392.0,51.82329211735546,7.5,10.8
2531,Sweden,Unlawful acts involving controlled drugs or precursors,6449,2006,9047752.0,71.277373650383,7.1,8.6
2532,Sweden,Unlawful acts involving controlled drugs or precursors,6918,2007,9113257.0,75.91138930900335,6.2,8.0
2592,Belgium,TOTAL,1002660,2000,10239085.0,9792.476573834478,7.0,13.8
2593,Belgium,TOTAL,971437,2001,10263414.0,9465.04740040692,6.6,13.8
2594,Belgium,TOTAL,1012781,2002,10309725.0,9823.550094692147,7.5,14.1
2595,Belgium,TOTAL,1007783,2003,10355844.0,9731.539022797177,8.2,14.3
2596,Belgium,TOTAL,1013674,2004,10396421.0,9750.220773091049,8.4,13.1
2597,Belgium,TOTAL,999396,2005,10445852.0,9567.395747134844,8.5,12.9
2598,Belgium,TOTAL,1022813,2006,10511382.0,9730.528297801373,8.3,12.6
2599,Belgium,TOTAL,1034430,2007,10584534.0,9773.032993233335,7.5,12.1
2648,Czechia,TOTAL,425930,1998,10299125.0,4135.5940431832805,6.5,5.83333333333333
2649,Czechia,TOTAL,426626,1999,10289621.0,4146.177978761317,8.8,5.83333333333333
2650,Czechia,TOTAL,391469,2000,10278098.0,3808.7688986814487,8.8,5.83333333333333
2651,Czechia,TOTAL,358577,2001,10232027.0,3504.4571324919298,8.2,5.83333333333333
2652,Czechia,TOTAL,372341,2002,10201182.0,3649.978992630462,7.3,5.7
2653,Czechia,TOTAL,357740,2003,10192649.0,3509.7843553721905,7.8,6.5
2654,Czechia,TOTAL,351629,2004,10195347.0,3448.916451789233,8.3,6.3
2655,Czechia,TOTAL,344060,2005,10198855.0,3373.5159486040343,7.9,6.2
2656,Czechia,TOTAL,336446,2006,10223577.0,3290.883415853375,7.2,5.1
2657,Czechia,TOTAL,357391,2007,10254233.0,3485.3021186470014,5.3,5.2
2663,Germany (until 1990 former territory of the FRG),TOTAL,6456996,1998,82057379.0,7868.879165638473,9.6,13.211111111111112
2664,Germany (until 1990 former territory of the FRG),TOTAL,6302316,1999,82037011.0,7682.283792616482,8.7,14.9
2665,Germany (until 1990 former territory of the FRG),TOTAL,6264723,2000,82163475.0,7624.705503266506,7.9,14.6
2666,Germany (until 1990 former territory of the FRG),TOTAL,6363865,2001,82259540.0,7736.324564907608,8.0,12.3
2667,Germany (until 1990 former territory of the FRG),TOTAL,6507394,2002,82440309.0,7893.461437656669,8.8,12.5
2668,Germany (until 1990 former territory of the FRG),TOTAL,6572135,2003,82536680.0,7962.68398486588,9.9,12.8
2669,Germany (until 1990 former territory of the FRG),TOTAL,6633156,2004,82531671.0,8037.103719855618,10.9,12.1
2670,Germany (until 1990 former territory of the FRG),TOTAL,6391715,2005,82500849.0,7747.453604992598,11.2,13.5
2671,Germany (until 1990 former territory of the FRG),TOTAL,6304223,2006,82437995.0,7647.229896845502,10.3,13.7
2672,Germany (until 1990 former territory of the FRG),TOTAL,6284661,2007,82314906.0,7634.900293757245,8.7,12.5
2708,Greece,TOTAL,385681,1998,10693250.0,3606.7706263296936,11.2,20.7
2709,Greece,TOTAL,373680,1999,10747768.0,3476.8149070579116,12.1,18.6
2710,Greece,TOTAL,369137,2000,10775627.0,3425.6660888503284,11.4,18.2
2711,Greece,TOTAL,439629,2001,10835989.0,4057.1192901727754,10.8,16.9
2712,Greece,TOTAL,441138,2002,10888274.0,4051.496132444867,10.4,16.2
2713,Greece,TOTAL,441839,2003,10915770.0,4047.712621280954,9.8,15.6
2714,Greece,TOTAL,405627,2004,10940369.0,3707.617174521262,10.6,14.5
2715,Greece,TOTAL,455952,2005,10969912.0,4156.387033916043,10.0,13.3
2716,Greece,TOTAL,463750,2006,11004716.0,4214.102390284311,9.0,15.1
2717,Greece,TOTAL,423422,2007,11036008.0,3836.731542782499,8.4,14.3
2723,Spain,TOTAL,1865572,1998,40143449.0,4647.263866141647,18.6,29.6
2724,Spain,TOTAL,1895983,1999,40303568.0,4704.255960663334,15.7,29.5
2725,Spain,TOTAL,1852858,2000,40470182.0,4578.3288051435,13.9,29.1
2726,Spain,TOTAL,2052492,2001,40665545.0,5047.250688512843,10.6,29.7
2727,Spain,TOTAL,2183457,2002,41035278.0,5320.926545203373,11.5,30.9
2728,Spain,TOTAL,2144155,2003,41827838.0,5126.143502803085,11.5,31.7
2729,Spain,TOTAL,2141295,2004,42547451.0,5032.722171770055,11.0,32.2
2730,Spain,TOTAL,2230906,2005,43296338.0,5152.6436254262435,9.2,31.0
2731,Spain,TOTAL,2267114,2006,44009971.0,5151.364448751852,8.5,30.3
2732,Spain,TOTAL,2309859,2007,44784666.0,5157.700629050131,8.2,30.8
2753,France,TOTAL,3565525,1998,59934884.0,5948.997915804759,8.620000000000001,14.9
2754,France,TOTAL,3567864,1999,60158533.0,5930.769621659491,8.620000000000001,14.7
2755,France,TOTAL,3771849,2000,60545022.0,6229.825137399405,8.620000000000001,13.3
2756,France,TOTAL,4061792,2001,60979315.0,6660.934121677163,8.620000000000001,13.5
2757,France,TOTAL,4113882,2002,61424036.0,6697.511703724581,8.620000000000001,13.4
2758,France,TOTAL,3974694,2003,61864088.0,6424.8809422358245,8.5,12.7
2759,France,TOTAL,3825442,2004,62292241.0,6141.121171094165,8.9,12.3
2760,France,TOTAL,3775838,2005,62772870.0,6015.079444352314,8.9,12.5
2761,France,TOTAL,3725588,2006,63229635.0,5892.15484163399,8.8,12.7
2762,France,TOTAL,3589293,2007,63645065.0,5639.546444017301,8.0,12.8
2783,Hungary,TOTAL,600621,1998,10279724.0,5842.773599758126,8.5,15.9
2784,Hungary,TOTAL,505716,1999,10253416.0,4932.170897971954,7.0,13.0
2785,Hungary,TOTAL,450673,2000,10221644.0,4409.007005135377,6.4,13.9
2786,Hungary,TOTAL,465694,2001,10200298.0,4565.494066938045,5.7,13.1
2787,Hungary,TOTAL,420782,2002,10174853.0,4135.5093778750415,5.8,12.2
2788,Hungary,TOTAL,413343,2003,10142362.0,4075.4116250238358,5.9,12.0
2789,Hungary,TOTAL,418833,2004,10116742.0,4139.998825708909,6.1,12.6
2790,Hungary,TOTAL,436522,2005,10097549.0,4323.049088447107,7.2,12.5
2791,Hungary,TOTAL,425941,2006,10076581.0,4227.038913298072,7.5,12.5
2792,Hungary,TOTAL,426914,2007,10066158.0,4241.0818506921905,7.4,11.4
2820,Italy,TOTAL,2425748,1998,56904379.0,4262.849437299017,11.9,28.4
2821,Italy,TOTAL,2373966,1999,56909109.0,4171.504424713449,11.4,27.2
2822,Italy,TOTAL,2205782,2000,56923524.0,3874.991998035821,10.6,25.1
2823,Italy,TOTAL,2163826,2001,56960692.0,3798.8056746220714,9.6,25.9
2824,Italy,TOTAL,2231550,2002,56987507.0,3915.858259951606,9.0,24.2
2825,Italy,TOTAL,2456887,2003,57130506.0,4300.481777633827,8.7,23.0
2826,Italy,TOTAL,2417716,2004,57495900.0,4205.023314705919,8.0,23.1
2827,Italy,TOTAL,2579124,2005,57874753.0,4456.388781477824,7.7,22.1
2828,Italy,TOTAL,2771490,2006,58064214.0,4773.14650293897,6.8,20.4
2829,Italy,TOTAL,2933146,2007,58223744.0,5037.714510423789,6.1,19.5
2903,Netherlands,TOTAL,1234900,1998,15654192.0,7888.6217825870535,4.4,15.5
2904,Netherlands,TOTAL,1303446,1999,15760225.0,8270.478371977557,3.6,16.2
2905,Netherlands,TOTAL,1328909,2000,15863950.0,8376.911172816353,2.9,15.4
2906,Netherlands,TOTAL,1379454,2001,15987075.0,8628.557756812927,2.3,15.1
2907,Netherlands,TOTAL,1401871,2002,16105285.0,8704.415972769188,2.8,15.3
2908,Netherlands,TOTAL,1369271,2003,16192572.0,8456.167432820432,3.7,14.3
2909,Netherlands,TOTAL,1319482,2004,16258032.0,8115.877739691988,4.6,14.1
2910,Netherlands,TOTAL,1348285,2005,16305526.0,8268.883812763845,5.9,14.3
2911,Netherlands,TOTAL,1311770,2006,16334210.0,8030.813856317509,5.0,12.9
2912,Netherlands,TOTAL,1303835,2007,16357992.0,7970.629891492795,4.2,11.9
2933,Poland,TOTAL,1073042,1998,38659979.0,2775.588677893488,10.3,5.985714285714286
2934,Poland,TOTAL,1121545,1999,38666983.0,2900.5236845088225,13.2,5.985714285714286
2935,Poland,TOTAL,1266910,2000,38263303.0,3311.031460091148,16.2,5.985714285714286
2936,Poland,TOTAL,1390089,2001,38253955.0,3633.8438731367773,18.3,7.4
2937,Poland,TOTAL,1404229,2002,38242197.0,3671.936003049197,20.0,7.2
2938,Poland,TOTAL,1466643,2003,38218531.0,3837.517983095687,19.7,6.0
2939,Poland,TOTAL,1461217,2004,38190608.0,3826.1160963973134,19.0,5.6
2940,Poland,TOTAL,1379962,2005,38173835.0,3614.94201460241,17.8,5.3
2941,Poland,TOTAL,1287918,2006,38157055.0,3375.3076593568344,13.9,5.4
2942,Poland,TOTAL,1152993,2007,38125479.0,3024.2059385011266,9.6,5.0
2948,Portugal,TOTAL,341122,1998,10133758.0,3366.1944561928553,5.1,46.6
2949,Portugal,TOTAL,362589,1999,10186634.0,3559.458404022369,4.6,44.9
2950,Portugal,TOTAL,363294,2000,10249022.0,3544.6699207007264,4.1,43.7
2951,Portugal,TOTAL,372170,2001,10330774.0,3602.5374284637337,4.1,44.3
2952,Portugal,TOTAL,391599,2002,10394669.0,3767.3061066206146,5.1,45.0
2953,Portugal,TOTAL,417383,2003,10444592.0,3996.163756324804,6.4,41.2
2954,Portugal,TOTAL,416420,2004,10473050.0,3976.11011119015,6.7,39.3
2955,Portugal,TOTAL,392714,2005,10494672.0,3742.032147360108,7.7,38.3
2956,Portugal,TOTAL,399563,2006,10511988.0,3801.022223389144,7.8,38.5
2957,Portugal,TOTAL,398575,2007,10532588.0,3784.2076420344174,8.1,36.5
2963,Romania,TOTAL,399105,1998,22526093.0,1771.7453266307655,6.4,19.1
2964,Romania,TOTAL,363690,1999,22488595.0,1617.2197507225328,7.1,21.5
2965,Romania,TOTAL,353745,2000,22455485.0,1575.3166765269154,7.3,22.9
2966,Romania,TOTAL,340414,2001,22430457.0,1517.641838505564,6.8,21.7
2967,Romania,TOTAL,312204,2002,21833483.0,1429.9321826022901,8.6,23.0
2968,Romania,TOTAL,276841,2003,21627509.0,1280.0410810139992,7.0,22.5
2969,Romania,TOTAL,231637,2004,21521142.0,1076.3229943838483,8.1,22.4
2970,Romania,TOTAL,208239,2005,21382354.0,973.8824827238385,7.2,19.6
2971,Romania,TOTAL,232659,2006,21257016.0,1094.504515591464,7.3,17.9
2972,Romania,TOTAL,281457,2007,21130503.0,1331.9938479457874,6.4,17.3
2986,Sweden,TOTAL,1181056,1998,8847625.0,13348.847854650261,8.8,8.911111111111111
2987,Sweden,TOTAL,1194171,1999,8854322.0,13486.87115738506,7.3,6.9
2988,Sweden,TOTAL,1214968,2000,8861426.0,13710.750391641255,5.5,7.3
2989,Sweden,TOTAL,1189393,2001,8882792.0,13389.855351785789,4.9,10.2
2990,Sweden,TOTAL,1234784,2002,8909128.0,13859.76270629404,5.1,10.0
2991,Sweden,TOTAL,1255371,2003,8940788.0,14040.943594680915,5.7,9.2
2992,Sweden,TOTAL,1248743,2004,8975670.0,13912.532434904582,6.5,9.2
2993,Sweden,TOTAL,1241843,2005,9011392.0,13780.812109827206,7.5,10.8
2994,Sweden,TOTAL,1224958,2006,9047752.0,13538.810524426399,7.1,8.6
2995,Sweden,TOTAL,1306324,2007,9113257.0,14334.326355549942,6.2,8.0
3076,United Kingdom,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",652974,1998,58394596.0,1118.2096370698412,6.4,15.211111111111126
3077,United Kingdom,Burglary of private residential premises,519107,1998,58394596.0,888.9641089391217,6.4,15.211111111111126
3078,United Kingdom,Intentional homicide,921,1998,58394596.0,1.577200739602685,6.4,15.211111111111126
3079,United Kingdom,Robbery,73181,1998,58394596.0,125.32152804002617,6.4,15.211111111111126
3080,United Kingdom,TOTAL,5646368,1998,58394596.0,9669.333100617736,6.4,15.211111111111126
3081,United Kingdom,Theft of a motorized land vehicle,429955,1998,58394596.0,736.2924473353664,6.4,15.211111111111126
3082,United Kingdom,Unlawful acts involving controlled drugs or precursors,30471,1998,58394596.0,52.18119841089405,6.4,15.211111111111126
3083,United Kingdom,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",754591,1999,58579685.0,1288.1445163114142,6.1,19.8
3084,United Kingdom,Burglary of private residential premises,486532,1999,58579685.0,830.5473134585822,6.1,19.8
3085,United Kingdom,Intentional homicide,920,1999,58579685.0,1.5705103228192505,6.1,19.8
3086,United Kingdom,Robbery,90735,1999,58579685.0,154.89158058804858,6.1,19.8
3087,United Kingdom,TOTAL,5852858,1999,58579685.0,9991.275985864384,6.1,19.8
3088,United Kingdom,Theft of a motorized land vehicle,414700,1999,58579685.0,707.9245987751557,6.1,19.8
3089,United Kingdom,Unlawful acts involving controlled drugs or precursors,28817,1999,58579685.0,49.19282170943733,6.1,19.8
3090,United Kingdom,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",791265,2000,58785246.0,1346.0265182865783,5.6,18.2
3091,United Kingdom,Burglary of private residential premises,444040,2000,58785246.0,755.3596016252105,5.6,18.2
3092,United Kingdom,Intentional homicide,1002,2000,58785246.0,1.7045093253501058,5.6,18.2
3093,United Kingdom,Robbery,101341,2000,58785246.0,172.39189574880746,5.6,18.2
3094,United Kingdom,TOTAL,5710396,2000,58785246.0,9713.99524295603,5.6,18.2
3095,United Kingdom,Theft of a motorized land vehicle,375840,2000,58785246.0,639.3440966462912,5.6,18.2
3096,United Kingdom,Unlawful acts involving controlled drugs or precursors,28809,2000,58785246.0,49.007194764482236,5.6,18.2
3097,United Kingdom,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",878100,2001,58999781.0,1488.3106091529392,5.0,17.8
3098,United Kingdom,Burglary of private residential premises,469599,2001,58999781.0,795.9334628716673,5.0,17.8
3099,United Kingdom,Intentional homicide,1054,2001,58999781.0,1.7864473090162827,5.0,17.8
3100,United Kingdom,Robbery,127809,2001,58999781.0,216.6262278159982,5.0,17.8
3101,United Kingdom,TOTAL,6082704,2001,58999781.0,10309.706064841157,5.0,17.8
3102,United Kingdom,Theft of a motorized land vehicle,362958,2001,58999781.0,615.1853343320038,5.0,17.8
3103,United Kingdom,Unlawful acts involving controlled drugs or precursors,30189,2001,58999781.0,51.16798653879749,5.0,17.8
3104,United Kingdom,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",936208,2002,59239564.0,1580.376249899476,5.1,17.6
3105,United Kingdom,Burglary of private residential premises,477328,2002,59239564.0,805.7587999803645,5.1,17.6
3106,United Kingdom,Intentional homicide,1220,2002,59239564.0,2.0594344684913617,5.1,17.6
3107,United Kingdom,Robbery,117706,2002,59239564.0,198.69491274446247,5.1,17.6
3108,United Kingdom,TOTAL,6544490,2002,59239564.0,11047.498594013961,5.1,17.6
3109,United Kingdom,Theft of a motorized land vehicle,349412,2002,59239564.0,589.828784020085,5.1,17.6
3110,United Kingdom,Unlawful acts involving controlled drugs or precursors,33053,2002,59239564.0,55.79548154675818,5.1,17.6
3111,United Kingdom,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",1023487,2003,59501394.0,1720.10591886301,5.0,12.1
3112,United Kingdom,Burglary of private residential premises,436116,2003,59501394.0,732.950895234488,5.0,12.1
3113,United Kingdom,Intentional homicide,1046,2003,59501394.0,1.7579420072074277,5.0,12.1
3114,United Kingdom,Robbery,109868,2003,59501394.0,184.64777480675494,5.0,12.1
3115,United Kingdom,TOTAL,6548691,2003,59501394.0,11005.945507764069,5.0,12.1
